60,84
27,32
41,59
50,54
28,67
36,63
38,81
44,49
47,49
30,99
29,99
42,57
43,47
34,96
23,37
39,44
56,81
40,86
27,55
29,83
53,86
35,61
32,80
38,92
34,32
52,31
33,63
25,32
45,46
23,79
47,77
34,60
55,78
36,76
52,41
26,71
29,66
26,38
34,72
54,95
27,84
37,82
38,75
34,86
35,72
30,38
40,38
34,93
42,66
23,63
24,60
52,82
50,64
29,36
33,49
33,69
47,33
36,35
29,81
58,31
35,40
42,43
28,46
36,36
32,98
40,51
30,52
45,95
42,98
38,45
34,100
49,43
55,37
43,94
27,42
35,59
28,81
34,88
26,88
27,50
51,66
44,50
25,65
33,48
35,53
36,56
32,73
30,75
53,78
45,74
32,91
52,81
37,66
28,63
22,33
44,62
42,35
36,77
25,98
35,66
35,96
32,61
25,87
49,36
24,46
32,48
38,98
42,95
31,48
29,48
53,73
35,78
37,54
53,72
43,33
47,35
37,32
50,98
39,42
33,57
32,87
29,62
44,61
28,98
58,57
43,55
20,49
21,65
36,68
47,65
22,34
41,57
28,77
39,70
27,76
34,83
42,68
33,100
58,37
31,41
35,51
49,51
48,51
31,45
36,65
38,80
32,70
25,36
40,67
26,52
41,59
36,79
19,37
20,84
31,41
40,35
32,93
36,51
33,42
37,46
45,57
29,84
35,86
52,70
58,51
53,45
30,62
38,85
35,92
39,41
40,100
47,64
36,84
31,46
33,38
29,92
33,53
45,91
50,66
33,84
41,64
27,37
45,42
47,83
30,48
50,95
38,66
46,75
24,41
35,39
31,96
18,73
54,56
35,57
30,73
20,98
30,60
26,32
22,94
48,97
48,78
41,42
39,65
27,47
35,45
42,90
50,64
59,69
37,61
55,62
41,55
38,42
26,79
52,57
44,53
50,95
36,43
39,82
33,88
45,90
32,69
34,75
59,66
45,36
53,38
36,81
26,57
34,87
28,74
38,44
50,62
37,35
40,74
26,66
46,40
54,41
56,63
36,51
55,40
43,79
20,54
21,36
46,74
51,34
28,72
26,59
30,85
41,43
38,65
40,61
27,87
55,65
28,59
44,91
33,34
35,86
33,54
28,50
34,45
37,88
25,32
26,37
33,55
42,35
28,45
50,81
33,30
34,40
48,35
45,65
52,87
38,73
29,93
28,93
46,52
38,32
43,83
39,84
40,44
21,70
39,70
36,78
31,67
28,67
35,54
49,56
34,95
29,61
42,56
29,79
38,37
28,39
18,80
33,77
41,46
31,72
37,52
27,55
34,70
35,100
29,45
40,88
42,44
42,45
35,58
24,49
28,79
26,82
30,72
40,92
35,44
34,97
35,47
43,85
32,76
56,92
29,54
19,54
45,83
37,56
20,87
44,96
53,50
29,69
22,48
46,69
44,74
33,99
41,95
30,61
40,62
50,30
28,78
46,52
35,94
24,97
33,82
36,60
30,49
44,32
20,43
46,60
42,79
60,52
32,77
32,38
36,77
33,60
40,84
25,57
30,63
42,60
35,78
27,42
54,53
44,72
19,96
29,97
54,85
31,80
31,96
59,48
43,96
49,85
36,46
48,76
27,76
29,82
48,76
29,87
34,89
44,88
33,82
19,57
23,47
25,73
26,53
45,94
55,37
21,45
46,33
34,86
51,83
59,67
34,46
28,44
44,92
34,56
35,66
42,78
43,56
36,53
44,73
28,52
51,40
30,72
29,39
28,84
25,40
32,56
45,83
39,94
58,88
32,79
39,93
30,48
36,63
46,44
28,55
50,43
40,57
52,64
30,95
39,32
31,57
41,40
31,54
44,89
42,37
55,58
56,99
40,74
34,86
40,98
41,66
35,87
51,84
38,31
34,66
25,67
58,53
40,88
36,83
48,54
27,98
51,82
18,97
35,60
27,43
55,85
56,68
34,92
40,89
34,86
31,90
35,67
38,57
34,98
28,48
31,98
39,44
51,52
41,75
37,54
33,61
32,36
39,71
25,93
52,59
43,73
27,98
27,51
26,36
42,31
52,54
37,94
35,60
25,81
26,100
29,51
49,97
29,84
54,54
58,76
55,81
36,99
31,50
30,73
31,93
34,91
31,34
27,91
36,37
36,98
47,74
25,68
37,84
56,90
47,82
24,42
32,97
34,86
41,90
40,81
31,31
46,52
39,54
31,100
45,95
31,96
31,94
45,55
48,96
34,52
40,55
28,84
44,90
53,39
49,96
40,68
44,49
33,54
34,81
30,96
42,74
44,79
30,64
57,93
49,35
34,71
28,92
29,51
34,40
35,76
24,89
24,78
44,86
29,77
30,46
55,30
33,82
47,78
28,38
28,72
28,55
49,43
29,97
28,96
33,69
32,64
54,87
29,100
44,32
39,32
46,51
35,91
23,97
40,86
34,64
31,33
50,88
34,55
42,68
37,47
29,39
33,44
45,97
42,40
40,47
33,79
40,38
24,57
40,72
45,66
35,98
32,67
36,70
48,96
29,91
33,46
30,64
38,71
35,68
30,33
35,69
53,78
38,81
32,62
48,65
34,35
55,60
34,45
26,89
38,80
38,90
36,73
29,87
35,51
39,38
29,87
50,59
23,45
36,80
42,93
35,46
34,92
40,84
43,87
35,63
46,56
28,51
22,85
50,41
32,35
44,31
30,48
45,50
45,52
31,54
36,76
34,42
49,84
39,76
27,67
35,48
28,39
21,97
18,70
47,98
39,76
40,80
35,52
37,85
39,81
45,59
38,54
35,55
37,71
40,84
44,37
48,89
35,59
24,32
27,86
27,87
40,73
29,42
36,42
25,77
39,66
49,72
50,50
20,31
34,66
36,77
49,41
36,33
36,79
54,91
43,65
35,36
38,90
29,43
33,93
32,45
31,67
49,74
38,42
47,47
49,36
41,80
20,54
33,36
36,80
44,44
23,93
38,87
53,48
48,95
32,95
26,76
55,94
34,57
60,92
33,79
37,31
34,35
23,99
44,96
35,79
43,73
24,62
41,35
29,43
36,51
45,74
24,58
47,82
26,62
45,48
32,56
31,69
41,60
40,92
24,91
46,34
35,49
30,33
47,87
46,74
36,96
32,34
23,51
31,30
39,77
32,80
40,88
45,56
30,78
24,59
30,66
31,51
27,67
29,52
29,70
30,94
34,97
33,62
49,80
33,74
38,75
31,70
29,91
30,58
32,65
38,60
43,38
42,57
55,60
33,90
41,94
34,87
53,60
43,97
34,32
21,31
38,40
22,79
31,91
51,53
37,46
46,46
36,90
44,99
37,89
35,84
33,90
28,82
39,65
46,98
40,99
42,95
35,90
38,100
34,93
37,58
39,83
43,52
41,85
41,81
30,64
26,69
46,66
40,52
34,92
58,52
35,91
47,92
40,47
54,68
31,68
28,67
38,77
26,46
58,87
18,33
31,89
29,56
45,67
36,73
43,92
27,53
29,40
32,79
42,38
47,64
46,82
28,43
29,93
42,81
32,82
46,45
27,36
29,87
43,81
48,91
29,73
46,64
27,77
39,41
55,98
28,78
30,89
22,75
36,63
31,89
34,64
29,59
37,78
35,44
45,93
36,94
40,98
26,90
27,89
48,58
44,78
34,85
56,97
36,33
41,54
42,83
31,86
34,75
31,62
26,61
45,44
33,43
28,42
29,45
39,32
27,41
34,86
28,84
47,64
56,89
39,87
38,58
58,72
32,47
38,71
49,42
42,77
27,58
35,71
28,49
31,48
36,66
34,32
34,39
26,95
29,89
32,34
31,48
28,32
38,59
35,55
27,44
32,56
31,63
53,66
54,67
33,36
43,30
38,88
55,71
31,59
39,77
42,37
31,40
54,77
24,45
23,78
40,73
40,92
25,82
30,76
25,57
47,84
33,59
38,86
31,54
38,72
42,35
41,76
47,98
35,43
22,63
35,48
33,95
32,49
40,83
32,68
39,52
38,99
32,48
37,42
25,85
52,40
44,42
21,58
39,87
23,33
36,94
36,97
56,57
29,36
42,56
56,72
41,60
34,95
36,88
41,57
32,78
35,31
38,100
50,94
36,100
45,50
40,52
35,80
40,98
35,62
29,46
29,73
50,39
39,60
31,74
26,30
36,41
39,42
27,87
49,63
34,82
